Number	Datei	Textsorte	Jahr	Kontext_links	Keyword	Kontext_rechts	Lemma
284088	215.xml	EB	1578	  begraben legend Vnd noch dem man vil noch einanderen genennet die daselbst begraben warend ward zuͦletst deß Stattuogts oder Schultheissen 	frauw	 auch benamset Do gab er ein zeiche̅ er were der selben geist Do fragtend sy wyter ob er verdampt wer	Frau
285205	215.xml	EB	1578	  soͤlle es zuͦ disem letsten stuck stillschwyge̅ Bald hatt das guͦt toͤchterlin die gantz statt erfüllet wie jm vnsere liebe 	frauw	 erschine̅ vn̅ was sy der statt verkündt habe vff das die ynwoner sich erken̅t habend vß forcht deß künfftigen übels	Frau
111345	131.xml	KT	Ende 14.Jh.	  drev dink mercken sein wirdichait- wann daz ain swacher mensch gebe daz wer niht geneme vnd darvmb sprichet di kvͤnniginne 	frauwe	 Hester got gibet gab nach hoͤhste̅ wirdichait Auch sprichet d` weissag dev wirde deiner gabe raichet vͤber di hymel wann	Frau
425109	241.xml	KT	14. Jh.	  hus die unlanges dar kummen sint daz sie da wonen und ezzen und slafen Da sal man ir eine alde 	frauwe	 vorsezzen die wogliche si selen zu gewynnene die sorgsamig ober sie sy und auch irvare abe sie werliche got suche	Frau
426314	241.xml	KT	14. Jh.	  nunnen daz ist muterliche zucht Aber die ebdissen wan sie Kristus ambet begeit in dem clostere sie sal geheizzen werde 	frauwe	 und ebdissen durch ere und durch mynne des heilgen Cristes Sie sal auch denken und sal sich also arbiden daz	Frau
430395	243.xml	RE	1485	  grober oder harter natur Botter ist fast guͦt den gesweren hynder den oren die do mit zuͦ weychen Auicenna welche 	frauwe	 der iu̅gen kynde wenglyn schmeret mit bottern so wachsen yme syn zene an smertzen Auch dyenet botter den geschweren in	Frau
431454	243.xml	RE	1485	  vnd das gedru̅cken benympt das kychen vnd rumet die brust vnd also genutzet ist fast guͦt der siechen lebbern Welche 	frauwe	 in yr hette eyn doit kynt die drincke vo̅ camillenblomen sye geneset vnd wirt deß ledig Jtem camillenblomen gesotten in	Frau
436256	243.xml	RE	1485	  quidden vnd den genutzet des obents brenget lusten zuͦ essen vn̅ benympt die dru̅ckenheyt Der meister Rabbi moyses spricht welche 	frauwe	 quidden ysset gebraten die machen frolich kynder vn̅ komme̅ geruglichen zuͦ der geburt Plinius quidden gebraten vn̅ die gessen nach	Frau
438085	243.xml	RE	1485	  brenget frauwen feuchtikeyt genant menstruum Eß were dan sache daz diß geschehe so die frucht dot wer oder daz die 	frauwe	 kommen were biß vff das zyel der geburt Oder daz die frauwe were in grosser schwerer arbeyt so moge̅ sye	Frau
438097	243.xml	RE	1485	  so die frucht dot wer oder daz die frauwe kommen were biß vff das zyel der geburt Oder daz die 	frauwe	 were in grosser schwerer arbeyt so moge̅ sye woͤl drincken von dissen blomen vff das sye got dester ee erloße	Frau
438847	243.xml	RE	1485	  woͤl Hyrtzschwam geleyt vff eyn hitzigen schaden an dem leybe von was hande der were zuhet groiß hitze vß Welche 	frauwe	 hyrtzschwam esche die mit eynem kynde ginge die wurde deß kyndes vberig mit schade̅ yres lybes Wer muͦde were vff	Frau
438901	243.xml	RE	1485	  gessen benympt die du̅ckelheyt der augen Hyrtzschwam gekuwet vnd vff die zurschwollen hoden gestrichen benympt die geschwolst do von Welche 	frauwe	 were in kyndes arbeyt die neme hirtzschwam als groß als eyn erweyß vnd kuwe das halb deyl vnd mit dem	Frau
438945	243.xml	RE	1485	  vmbstriche sye den nabel so gewynnet sye das kynt balde an arbeyt Hye ist zuͦ wissen daz sich eyn ygliche 	frauwe	 darfur huͦtt die schwa̅ger sy daz sye der nit esche noch sich do mit bestrich eß were dan an der	Frau
282873	215.xml	EB	1578	  er sich wyter zuͦ jrem boͤsen fürnemmen bruchen ließ Vff soͤmlichs satztend sy jn knüwend nach langer vnderrichtung vff vnser 	Frauwe̅	 Altar in einer Capell für ein Marienbild Do stuͦnd der Laͤßmeister hinder einem fürha̅g redt durch ein ror als ob	Frau
441310	243.xml	RE	1485	  heyß vn̅ drucken getemperiert Serapio beschribet vns vn̅ spricht daz vo̅ dem samen gedru̅cken machet woͤl harmen vnd furdert die 	frauwe̅	 an yr zyt vnd brichet den steyn in der blasen Jtem cubeben genutzet benympt die gelesucht Serapio spricht auch daz	Frau
69725	123.xml	UN	1486	  libhaben Die den ritter zuͦ ir enpfangen hat Die mich hat außgeschlossen Die nit auff wolt tuͦn Zeherlin Zemeren der 	frauwen	 list gegen irem buͦlen spricht Zeherlin Nit zeher Falsch Nit von hertzen wainent sunder die augen reibende Mit gewalt Nit	Frau
69749	123.xml	UN	1486	  buͦlen spricht Zeherlin Nit zeher Falsch Nit von hertzen wainent sunder die augen reibende Mit gewalt Nit liederlich als die 	frauwen	 gewonlich Heraußtruckt Flossen nit selber gestillen und wirdest dann dich selber schuldigen und zu buß erbieten Phe O unverschultes ubel	Frau
119743	131.xml	KT	Ende 14.Jh.	  opfert seine̅ vater fuͤr aller der werlde svͤnde wann swi daz war sei daz sich gotes svn der von vnser 	frauwen	 leibe geporn wart der in der krippen lac sich in disem opfer got seinem vater fuͤr vnser schulde opfert vnd	Frau
120394	131.xml	KT	Ende 14.Jh.	  sei̅ vol blutes vnd wann got rain waz wann er daz rainste von dem rainsten weibe ich main von vnser 	frauwen	 leib genvmen hat da von waz vnd ist daz opfer seins leibes vͤber alle rainikait dev ie wart oder immer	Frau
280874	215.xml	EB	1578	  sy nit ergriffen vnd jr schand nit an tag kommen ist Habend dise dem Mundo gehulffen daß er ein fromme 	frauwen	 bschyssen moͤchte so werdend sy on zwyfel soͤlichs selbs vil vnd dick gethon haben vnd` dem schyn der erschynung der	Frau
419559	241.xml	KT	14. Jh.	  den gesunden wan den sichen Durch daz sal sie dun alse der wise arzath und sal ir zusenden wise alde 	frauwen	 die sie geswegliche trosten in irre myssedede und irmane sie zu bekentnisse der otmudkeide und getrosten sie also daz sie	Frau
421203	241.xml	KT	14. Jh.	  den dinstfrauwen nit versumet inwerden wanne waz da missedan wirt daz geit allez wider zu ir wert Dye vil alde 	frauwen	 und die junge kind sal man halden na gnaden Man sal mirken an yn ir crankheit und insal nit der	Frau
421250	241.xml	KT	14. Jh.	  spisen danne man sal in irleuben zu inbizzene vor rechter zyt NA Diz ist die letze von ezzene Alse die 	frauwen	 zu disse sitzint und ezzent so insal da nimet lazzen gebrechen und insal ir keine lesen wan die des sunnedages	Frau
428819	243.xml	RE	1485	  Wente bolus armenus drucknet das geswere der lungen do von dan enstet die swyntsucht Bolus armenus ist fast guͦt den 	frauwen	 die yr sucht zuͦ vil haben Vnd ist auch sunderlich guͦt der febres die sich erheben in der pestilentz Auicenna	Frau
429646	243.xml	RE	1485	  macht das antzlitz schoͤn vnd glat Dißer same meret die natur deß menschen sperma genant vn̅ brenget lost man vnd 	frauwen	 das gedruncken mit wy̅n Von der baumwollen fynden ich nit meen wan das die frauwen schleyer vnd reyn duͦchlyn dar	Frau
429661	243.xml	RE	1485	  vn̅ brenget lost man vnd frauwen das gedruncken mit wy̅n Von der baumwollen fynden ich nit meen wan das die 	frauwen	 schleyer vnd reyn duͦchlyn dar vß spynnen Berwinca syngrun Cap̅ BErwinca latine et grece Die meister sprechen daz diß krut	Frau
429713	243.xml	RE	1485	  winter vnd sommer gru̅n Die farbe der bletter glichet den buͦßbaumenblettern Diß krut sal gesamelt werden zwischen den zweyn vnser 	frauwen	 dagen assumptionis vnd natúntatis das ist vnser frauwen wuͦrtzwy vn̅ ir geburt Diß krut sal gedortet werden an de̅ lufft	Frau
429721	243.xml	RE	1485	  glichet den buͦßbaumenblettern Diß krut sal gesamelt werden zwischen den zweyn vnser frauwen dagen assumptionis vnd natúntatis das ist vnser 	frauwen	 wuͦrtzwy vn̅ ir geburt Diß krut sal gedortet werden an de̅ lufft vnd nit an der sonnen Syn dogent ist	Frau
429851	243.xml	RE	1485	  haben dar in diß krut ist Vnd viel besser ist es so es gewyhet wuͦrde mit andern krutern vff vnser 	frauwen	 dag Bitumen iudaicu̅ iuddenlyme Cap̅ BJtumen iudaicu̅ latine grece aspaltu̅ arabice brafalendi Die meister sprechen daz diß darvmb heyß bitumen	Frau
429990	243.xml	RE	1485	  daz eß weder feuer noch wasser zerbrechen noch zurweychen mag on alleyn bockes bluͦt vnd das bluͦt daz von den 	frauwen	 gait so sye menstruose synt Vnd wiltu das zurbrechen so nym ein wuͦlln faden vn̅ mach in naß mit den	Frau
430056	243.xml	RE	1485	  mit essig gemischet vnd dar#vbergestrichen Bitumen iudaicu̅ gemischet mit castorio das ist bebergeyln vnd do mit vnden vffgereucht brenget den 	frauwen	 yre zyt menstruu̅ genant Den ravch in die nasen gelaissen benympt catarru̅ das ist den snoppen Wem die zene weethun	Frau
430772	243.xml	RE	1485	  vnd drucken an de̅ andern grat Der wirdig meister Galienus spricht daz centaurea magna das ist die grosser sy dn 	frauwen	 guͦt genutzt zuͦ irer zy̅t darvber gedru̅cken Also genutzet ist der dranck guͦt emoptoicis das ist die bluͦt spyen Vor	Frau
432339	243.xml	RE	1485	  de̅ Coriander Diß krut gesotten mit anderm krut machet schlaffen Von dissem krude gedru̅cken machet woͤl harnen vn̅ brenget den 	frauwen	 ir sucht menstruu̅ genant Also genutzet benympt den smertzen der lenden vnd der blasen Auch benympt kerbeln den wethum des	Frau
432763	243.xml	RE	1485	  verswynden also daz iß ist widder den selben fluß genant pollutio nocturna Jtem diß plaster geleyt vff die brüste der 	frauwen	 verswyndet ir die milch Vnd wan das plaster geleyt wirt vff die brust der Jungfrauwen so wachsen sie nichts Jtem	Frau
433219	243.xml	RE	1485	  von muerruten vnd in die fystell gelaissen heylet sye Auch rey̅niget das puluer den gebresten an der heymlichen stat der 	frauwen	 Auch ist muerpfeffer widder den fluß des bluͦdes dar von genutzet vnd ist auch guͦt widder fluͦß der stulgeng mit	Frau
433598	243.xml	RE	1485	  vßsetzigen flecken dar von Jtem naterwuͦrtz gestoissen vnd vff die zurknysten glidder geleyt heylet sye Colubrina ist guͦt genutzet den 	frauwen	 die sich sumen an irer zyt Vnd drybet vß die doitgeburt Vnd darvmb ist eß den frauwen nit nutz zuͦ	Frau
433615	243.xml	RE	1485	  guͦt genutzet den frauwen die sich sumen an irer zyt Vnd drybet vß die doitgeburt Vnd darvmb ist eß den 	frauwen	 nit nutz zuͦ bruchen so sie swanger synt eß were dan sach daz die zyt were der geburt Jte̅ Colubrina	Frau
434760	243.xml	RE	1485	  vnder eyn gemischet mit camillenoͤle vnd honig vnd dar vß gemacht eyn plaster vn̅ das gebu̅den vff die schemd der 	frauwen	 reyniget ir die muͦter also daz sie darnach geberen mag Diß krut vnd wuͦrtzel gestoissen vnd trociscos dar vß gemacht	Frau
435356	243.xml	RE	1485	  eynander der dranck ist fast guͦt der lungen vnd auch der lebbern Von disser wuͦrtzeln gedru̅cken mit wyn stillet den 	frauwen	 yren floß Die wuͦrtzel gekeuwet beny̅met den dorst Consolida regalis rittersblomen oder ritterssporn Cap̅ COnsolida regalis latine Die meister sprechen	Frau
436884	243.xml	RE	1485	  guͦt dem gelesuchtigen dage nach eynander do von gedruncken Diß krut gesotten in wyn vnd gemischet mit honig vn̅ der 	frauwen	 das innegeben brenget ir yre feuchtu̅g genant menstruum Plinius diß krut geleyt in wyn dage also daz eß fule dar	Frau
438051	243.xml	RE	1485	  vnd den safft gelaissen in die augen benympt die boͤsen flecken dar inne Von dissen blomen sollen nit drincken die 	frauwen	 die mit kyndern gan wente die kynder schaden do von entphangen want eß brenget frauwen feuchtikeyt genant menstruum Eß were	Frau
438066	243.xml	RE	1485	  blomen sollen nit drincken die frauwen die mit kyndern gan wente die kynder schaden do von entphangen want eß brenget 	frauwen	 feuchtikeyt genant menstruum Eß were dan sache daz diß geschehe so die frucht dot wer oder daz die frauwe kommen	Frau
440108	243.xml	RE	1485	  Diascorides spricht daz zymetrynden gedru̅cken mit wasser drybet vß secundinam das ist die ander geburt Vnd brenget auch also genutzet 	frauwen	 feuchtikeyt gena̅t menstruu̅ Zuͦ allen dissen dyngen ist eß meen wircken wan das puluer von zymetrynden gemischet wirt mit mirren	Frau
441712	243.xml	RE	1485	  ynnerlichen krangheyten die do kommen von kelten mag man nutzen Cardamomu̅ die dyenen fast woͤl dar zuͦ vnd sunderlichen den 	frauwen	 Camphora campher Cap̅ CAmphora grece et latine arabice camphor Jn dem buͦch circa instans in dem capitell Camphora beschriben vns	Frau
442075	243.xml	RE	1485	  vnd drincke den des obents vnd morgens er benympt fluxu̅ dissintericum das ist den bluͦtfluͦß vn̅ auch alle fluß der 	frauwen	 genant menstruu̅ vnd auch der ma̅nen wie die syn mogen als dan ist der fluß der gulde̅ aderen gena̅t fluxus	Frau
14208	113.xml	CB	1445-1452	  nicht vorsein aber das sy gegen dem kung waren Nuͤ merkcht in derselben zeit was nuͤ verschinen ist die kunginn 	fraw	 Elyzabeth was swanger worden vnd genas dann Kung Albrechten ainer edeln frucht des nam was Lassla genant Da sich die	Frau
15412	113.xml	CB	1445-1452	  kron Vnd do wir also mit einander redten do kam her Laslawan vnd auch sein purggraue vnd sprach " gnedige 	fraw	 ir solt mit der fraun schaffen daz si nyͤmpt in dew Kamer lasz vnd auch meinen purkgrafen " Do ward	Frau
15504	113.xml	CB	1445-1452	  tuehel zu vnd legat sein sigel dar auf Da das alles geschach da schied die edel witib vnd mein gnedige 	fraw	 mit iͤrm Vettern her laslawan vnd mit den andern vngrischen herren da hin gen Ofen vberladen mit ainer sweren purd	Frau
16244	113.xml	CB	1445-1452	  her laslawan " Helena Quottannerin was fuert ir her " - " Ich fuer mein gewant " vnd mein gnedige 	fraw	 was fra daz ich ir die klainhait gepracht het vnd ich mües hait die kran behalten in der kamer da	Frau
16267	113.xml	CB	1445-1452	  daz ich ir die klainhait gepracht het vnd ich mües hait die kran behalten in der kamer da mein Junge 	fraw	 vnd ich Inn lagen wann es warn gar wenig gemëch da dew man versperren mocht vnd ich behielt das vnder	Frau
16463	113.xml	CB	1445-1452	  wie man ainen sin mocht vinden daz man die Heilig Kran von der Plintenpurg mocht ausbringen Do kam mein gnedige 	fraw	 an mich daz ich das tuͤen solt wann die gelegenhait nymant also wol wesset als ich dem Si dar zu	Frau
17323	113.xml	CB	1445-1452	  daz er die varib verkerat vnd nam sẏ da wider naher vnd parig sie anderswohin Vnd sprach zu miͤr " 	fraw	 besecht daz wiͤr Liecht haben " Vnd ich pat ain alte frawn daz si miͤr ettlich kerczen gëb Wenn ich	Frau
17394	113.xml	CB	1445-1452	  Vnd do nuͤ die Junkchfraun vnd ẏeder man slaffen was Do belaib ich in der klain stuben vnd ain alte 	fraw	 Die ich mit miͤr gefuͤrt het die kund ain wart nicht Deẅtsch vnd west auch vmb die sachen nicht vnd	Frau
18431	113.xml	CB	1445-1452	  fraun beczalen vmb iren sold vnd solt syͤ da hinden lassen daz Sy wider haimfuͤr gen Ofen Da nu die 	fraw	 beczalt was do kam die fraw zu miͤr vnd sagt miͤr wie si ain wuͤnderlich ding hiet vor dem ofen	Frau
18437	113.xml	CB	1445-1452	  solt syͤ da hinden lassen daz Sy wider haimfuͤr gen Ofen Da nu die fraw beczalt was do kam die 	fraw	 zu miͤr vnd sagt miͤr wie si ain wuͤnderlich ding hiet vor dem ofen gesehen ligen vnd wessat nicht was	Frau
18834	113.xml	CB	1445-1452	  grossen sachen wegen die miͤr enpholchen was vnd het vil swërer trawm Vnd sunder ain nacht trawmbt miͤr wie ain 	fraw	 durch gancze maur wër in das gwelb gangen vnd hiet die heilig kran her#ausgenomen Do erkam ich hart vnd stuend	Frau
19627	113.xml	CB	1445-1452	  Schawnberg meiner frawn gnaden zugeschikcht vnd solt gar ain guͤte sein als es dann was Do sprach ich " gnedig 	fraw	 stet auf mich bedünkcht wol iͤr wert morgen nicht gen Prespurgk faren " Do stuend iͤr gnad auf vnd gieng	Frau
19724	113.xml	CB	1445-1452	  Jungen frawn zẏmer Vnd sprach " Margret stet pald auf meiner frawn gnad die get zu dem kind " Die 	fraw	 die Antburt mir aus swërm slaf vnd sprach " Heiliges kreẅcz well wir heint ain kynd gewẏnnen well wiͤr wënich	Frau
19889	113.xml	CB	1445-1452	  kam zu Gamaren in derselbigen stuͤnd do ward kung Lasla geborn Die hefAm die was kundig vnd sprach " gnedige 	fraw	 Wellt ir mich geweren wes ich euch pit So wil ich ew sagen was ich in meiner hant hab "	Frau
19926	113.xml	CB	1445-1452	  meiner hant hab " Do sprach die edel KungInn " Ja liebe mueter " Da sprach die Am " gnedige 	fraw	 ich hab ainen Jungen Kunig in meinen henden " Do was die edel KungInn fro vnd pat ir hend auf	Frau
19986	113.xml	CB	1445-1452	  bei iͤr was dann ich allain Do knyat ich nider vnd sprach zu der edelen KungInn vnd sprach " gnedige 	fraw	 ewr gnad hat got zu dankchen die weil iͤr lebt vmb die grossen gnaden vnd wunder die got der almoͤchtig	Frau
20363	113.xml	CB	1445-1452	  Kristen helfen machen Der kam vnd der pharrër von Ofen genant maister Francz der was auch da Vnd mein gnedige 	fraw	 die begerat an mich Ich solt auch iren gnaden gevëtrInn werden Do sprach ich " gnedige fraw Ich bin ewren	Frau
20380	113.xml	CB	1445-1452	  Vnd mein gnedige fraw die begerat an mich Ich solt auch iren gnaden gevëtrInn werden Do sprach ich " gnedige 	fraw	 Ich bin ewren gnaden sust alczeit ains gueten schuldig Ich bit ewr gnad iͤr nembt die Margit aͤssin " Das	Frau
20851	113.xml	CB	1445-1452	  naturlichen herren Es kam auch da hin der grosz graf Her Larencz vom Haẏdenreichstüern mit frawn mit sambt Vnd die 	fraw	 schankcht der Amën vier guldein vnd erputen sich wol mit warten Vnd der grass graf der trat her zu miͤr	Frau
21458	113.xml	CB	1445-1452	  mit irem naturleichen herren Kunig Lasslaen do sprach ainer zu iͤr aus den zwain Matcoban oder Waidafembreich Also " gnedige 	fraw	 Vnd hiett ainen Sun der Zehen Jar alt wër wiͤr nemen sein nicht auf zu ainem herren Wenn er moͤcht	Frau
22097	113.xml	CB	1445-1452	  dem tewfel wër Vnd ich mocht nicht lenger peitten vnd gab ir ain antburt aus zoren vnd sprach also " 	Fraw	 do lasst von des tuen ich nicht vnd wag mein leben in solcher mass nicht mer vnd rat auch dar	Frau
24434	113.xml	CB	1445-1452	  das volkch Vnd die edel KungInn die erat Irͤen Sun als hoch Vnd was als die diemuͤtig daz ich armme 	fraw	 desselbigen tags muͤst vor iren gnaden gen zu aller nagst beẏ dem edelen kunig Darumb daz ich sein gnad zu	Frau
25239	113.xml	CB	1445-1452	  das Lannd gen Rab Da es nuͤ abent was vnd yeder man was an seiner rue do sandt mein gnedige 	fraw	 nach miͤr die edeln fraw Margret aͤssin Ich solt pald zu iͤren gnaden komen Do erKam ich hart vnd gedacht	Frau
25244	113.xml	CB	1445-1452	  es nuͤ abent was vnd yeder man was an seiner rue do sandt mein gnedige fraw nach miͤr die edeln 	fraw	 Margret aͤssin Ich solt pald zu iͤren gnaden komen Do erKam ich hart vnd gedacht miͤr wol daz es ain	Frau
